trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,key_resp.corr,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,70,69,down,0.005,db,0.04819145118119852,0.0006010419983795146,187.68104058300014,187.68104058300014,187.98038795799948,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,71,70,down,0.005,db,0.04819145118119852,0.0006184169997140998,190.09866599999987,190.09866599999987,190.39701816699926,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,72,71,down,0.005,db,0.04819145118119852,0.0008109170012176037,192.5805955830001,192.5805955830001,192.8804867079998,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,73,72,down,0.005,db,0.048163717934959376,0.0006947910005692393,194.9641615419987,194.9641615419987,195.26411229199948,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,74,73,down,0.005,db,0.048163717934959376,0.0007710000008955831,197.34739895799976,197.34739895799976,197.64731004199894,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,75,74,down,0.005,db,0.048163717934959376,0.0006297090003499761,199.81379295799888,199.81379295799888,200.11376245799875,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,76,75,down,0.005,db,0.048136000648665994,0.0006320840002445038,202.1973864169995,202.1973864169995,202.49722524999925,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,77,76,down,0.005,db,0.048136000648665994,0.0007397080007649492,204.61451229199884,204.61451229199884,204.91467849999935,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,78,77,down,0.005,db,0.048136000648665994,0.0006053750003047753,207.11468187500031,207.11468187500031,207.41384495799866,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
cont,0.05,"(0.01, 0.01, 0.005, 0.005)",1,0,0,79,78,down,0.005,db,0.048108299313133734,0.0005966670014458941,209.48038520800037,209.48038520800037,209.78069637499902,1,1,245961,001,2022-09-08_20h05.55.594,exp.1,2022.2.4,59.98864726894722,
